,Lever position (lp) [ ],Ship speed (v) [knots],Gas Turbine shaft torque (GTT) [kN m],Gas Turbine rate of revolutions (GTn) [rpm],Gas Generator rate of revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN],Port Propeller Torque (Tp) [kN],HP Turbine exit temperature (T48) [C],GT Compressor inlet air temperature (T1) [C],GT Compressor outlet air temperature (T2) [C],HP Turbine exit pressure (P48) [bar],GT Compressor inlet air pressure (P1) [bar],GT Compressor outlet air pressure (P2) [bar],Gas Turbine exhaust gas pressure (Pexh) [bar],Turbine Injecton Control (TIC) [%],Fuel flow (mf) [kg/s],GT Compressor decay state coefficient.,GT Turbine decay state coefficient.
6297,8.206,24,50997.711,3087.616,9318.804,438.108,438.108,946.581,288,740.46,3.574,0.998,18.553,1.041,61.972,1.227,0.952,0.979
6298,4.161,12,14724.233,1547.468,7798.77,113.775,113.775,649.721,288,610.891,1.657,0.998,8.922,1.022,17.571,0.348,0.956,0.985
6299,2.088,6,5835.128,1392.818,6810.356,31.259,31.259,570.715,288,568.606,1.304,0.998,6.999,1.02,0,0.214,0.982,0.992
6300,7.148,21,39021.024,2677.884,9108.373,332.626,332.626,821.538,288,684.63,2.997,0.998,15.845,1.036,44.121,0.874,1,0.975
6301,4.161,12,14717.687,1547.443,7704.256,113.709,113.709,639.516,288,604.252,1.665,0.998,9.02,1.023,17.215,0.341,0.992,0.978
6302,3.144,9,8378.705,1386.755,7111.051,60.351,60.351,587.202,288,581.986,1.389,0.998,7.479,1.02,12.341,0.244,0.966,0.989
6303,5.14,15,21635.825,1924.331,8497.854,175.3,175.3,713.867,288,640.995,2.078,0.998,11.062,1.026,25.425,0.503,0.959,0.988
6304,9.3,27,72762.575,3560.393,9770.997,644.775,644.775,1106.67,288,786.364,4.505,0.998,22.829,1.049,91.895,1.819,0.957,0.976
6305,6.175,18,29773.398,2307.172,8813.104,246.046,246.046,765.837,288,665.273,2.507,0.998,13.178,1.031,33.742,0.668,0.98,0.992
6306,5.14,15,21628.628,1924.315,8473.415,175.246,175.246,712.153,288,637.992,2.086,0.998,11.18,1.026,25.442,0.504,0.977,0.98
6307,3.144,9,8380.985,1386.768,7159.218,60.374,60.374,587.501,288,583.792,1.387,0.998,7.423,1.02,12.326,0.244,0.953,0.996
6308,7.148,21,38979.518,2678.082,9138.532,332.175,332.175,825.382,288,693.034,2.957,0.998,15.339,1.035,43.748,0.866,0.96,0.997
6309,1.138,3,5390.83,1320.074,6675.698,5.902,5.902,610.822,288,567.199,1.265,0.998,6.811,1.019,30.214,0.279,0.97,0.997
6310,7.148,21,38996.599,2678.076,9125.561,332.262,332.262,802.757,288,683.346,2.976,0.998,15.388,1.036,42.45,0.84,0.99,1
6311,2.088,6,3308.149,1379.73,6855.053,28.742,28.742,504.437,288,560.582,1.217,0.998,6.483,1.02,1.785,0.132,0.965,0.998
6312,8.206,24,50992.666,3087.427,9302.67,438.019,438.019,926.742,288,731.41,3.594,0.998,18.629,1.042,60.776,1.203,0.98,0.98
6313,9.3,27,72772.681,3560.391,9745.112,644.935,644.935,1048.943,288,770.399,4.529,0.998,22.557,1.052,87.032,1.723,0.994,0.995
6314,3.144,9,8380.754,1386.766,7150.941,60.372,60.372,592.421,288,584.973,1.387,0.998,7.458,1.02,12.527,0.248,0.951,0.991
6315,6.175,18,29798.156,2307.222,8847.796,246.369,246.369,774.632,288,670.799,2.495,0.998,13.062,1.03,34.102,0.675,0.953,0.997
6316,5.14,15,21631.722,1924.318,8482.827,175.286,175.286,715.892,288,640.02,2.082,0.998,11.155,1.026,25.6,0.507,0.968,0.981
6317,1.138,3,4179.203,1313.934,6643.125,5.61,5.61,597.509,288,566.23,1.229,0.998,6.7,1.019,32.495,0.257,0.963,0.98
6318,1.138,3,2903.647,1311.681,6642.127,5.491,5.491,562.962,288,561.481,1.188,0.998,6.476,1.019,32.508,0.216,0.961,0.979
6319,6.175,18,29795.14,2307.289,8834.803,246.251,246.251,771.492,288,668.764,2.5,0.998,13.108,1.03,33.981,0.673,0.963,0.995
6320,9.3,27,72763.622,3560.39,9740.898,645.067,645.067,1063.754,288,773.805,4.535,0.998,22.82,1.051,88.559,1.753,0.989,0.984
6321,4.161,12,14720.839,1547.459,7759.706,113.767,113.767,630.565,288,604.03,1.66,0.998,8.865,1.023,16.738,0.331,0.981,0.994
6322,1.138,3,830.792,1364.78,6660.278,8.249,8.249,449.245,288,542.994,1.119,0.998,5.953,1.019,0,0.072,0.989,0.998
6323,5.14,15,21627.906,1924.325,8474.054,175.257,175.257,700.85,288,634.856,2.086,0.998,11.1,1.026,24.831,0.492,0.984,0.988
6324,2.088,6,2997.798,1353.886,6793.51,24.006,24.006,516.111,288,560.736,1.202,0.998,6.505,1.019,15.743,0.152,0.967,0.982
6325,6.175,18,29795.49,2307.271,8835.658,246.274,246.274,765.688,288,667.176,2.499,0.998,13.061,1.03,33.623,0.666,0.966,0.999
6326,9.3,27,72766.306,3560.396,9738.71,645.002,645.002,1053.009,288,770.972,4.537,0.998,22.724,1.052,87.578,1.734,0.995,0.989
6327,9.3,27,72761.733,3560.382,9735.481,645.061,645.061,1060.356,288,772.601,4.542,0.998,22.874,1.051,88.361,1.749,0.993,0.983
6328,3.144,9,8375.254,1386.735,7049.364,60.312,60.312,572.465,288,575.355,1.392,0.998,7.479,1.021,11.779,0.233,0.996,0.991
6329,3.144,9,8373.939,1386.721,7022.865,60.296,60.296,577.437,288,575.876,1.393,0.998,7.538,1.021,11.996,0.237,0.999,0.983
6330,4.161,12,14718.88,1547.449,7724.583,113.72,113.72,636.048,288,604.131,1.663,0.998,8.961,1.023,17.031,0.337,0.988,0.984
6331,2.088,6,6543.962,1356.918,6740.97,24.609,24.609,597.857,288,567.902,1.317,0.998,7.125,1.02,18.922,0.263,0.998,0.987
6332,4.161,12,14719.716,1547.451,7733.871,113.738,113.738,640.467,288,605.724,1.663,0.998,8.974,1.023,17.224,0.341,0.982,0.982
6333,4.161,12,14724.321,1547.469,7802.189,113.774,113.774,645.291,288,609.808,1.656,0.998,8.888,1.022,17.366,0.344,0.958,0.989
6334,7.148,21,39008.46,2677.996,9114.415,332.403,332.403,829.891,288,688.472,2.988,0.998,15.802,1.036,44.569,0.882,0.987,0.975
6335,7.148,21,38983.971,2678.078,9133.021,332.208,332.208,831.394,288,693.421,2.964,0.998,15.482,1.035,44.276,0.877,0.963,0.989
6336,6.175,18,29798.588,2307.203,8853.083,246.321,246.321,772.514,288,670.656,2.493,0.998,13.018,1.03,33.946,0.672,0.951,1
6337,7.148,21,38978.769,2678.077,9137.985,332.046,332.046,834.809,288,695.612,2.957,0.998,15.422,1.035,44.405,0.879,0.955,0.991
6338,1.138,3,4309.417,1380.49,6627.916,9.293,9.293,572.238,288,563.522,1.249,0.998,6.806,1.019,5.814,0.212,0.987,0.976
6339,1.138,3,2806.466,1308.2,6688.931,5.313,5.313,552.39,288,560.313,1.183,0.998,6.376,1.019,32.191,0.207,0.955,0.993
6340,8.206,24,50993.744,3087.496,9312.547,437.959,437.959,912.388,288,730.206,3.577,0.998,18.261,1.042,59.325,1.174,0.975,0.997
6341,1.138,3,3817.095,1338.162,6616.954,6.831,6.831,563.103,288,558.896,1.223,0.998,6.624,1.019,22.687,0.218,0.99,0.986
6342,9.3,27,72767.612,3560.392,9740.935,644.958,644.958,1055.137,288,771.655,4.535,0.998,22.711,1.051,87.73,1.737,0.993,0.989
6343,4.161,12,14721.441,1547.462,7768.683,113.765,113.765,632.346,288,604.884,1.659,0.998,8.862,1.023,16.81,0.333,0.977,0.994
6344,2.088,6,4615.048,1344.254,6757.844,22.279,22.279,541.724,288,558.818,1.254,0.998,6.709,1.02,22.346,0.2,0.999,0.998
6345,7.148,21,38992.667,2678.072,9126.205,332.202,332.202,823.734,288,689.566,2.973,0.998,15.542,1.036,43.893,0.869,0.976,0.988
6346,1.138,3,3921.049,1387.51,6635.845,9.668,9.668,554.291,288,560.555,1.238,0.998,6.709,1.019,4.714,0.193,0.991,0.981
6347,1.138,3,5747.252,1399.432,6704.937,10.379,10.379,593.379,288,567.602,1.297,0.998,6.938,1.019,0,0.241,0.981,0.998
6348,6.175,18,29762.895,2306.74,8803.349,246.021,246.021,751.946,288,660.432,2.51,0.998,13.125,1.031,32.937,0.652,0.995,0.998
6349,4.161,12,14722.013,1547.462,7773.751,113.78,113.78,635.85,288,606.06,1.659,0.998,8.875,1.023,16.966,0.336,0.973,0.992
6350,6.175,18,29760.893,2306.83,8783.043,245.948,245.948,775.181,288,665.288,2.517,0.998,13.408,1.03,34.473,0.683,0.994,0.977
6351,2.088,6,6405.507,1354.896,6744.632,24.235,24.235,593.149,288,567.071,1.312,0.998,7.085,1.02,19.522,0.259,0.998,0.989
6352,8.206,24,50992.054,3087.393,9301.679,438.086,438.086,927.15,288,731.272,3.595,0.998,18.653,1.042,60.836,1.204,0.981,0.979
6353,8.206,24,50993.582,3087.477,9303.08,438.041,438.041,911.599,288,727.601,3.591,0.998,18.448,1.042,59.526,1.178,0.987,0.99
6354,7.148,21,38977.552,2678.076,9138.462,332.109,332.109,840.619,288,697.393,2.956,0.998,15.46,1.035,44.791,0.887,0.951,0.988
6355,9.3,27,72756.427,3560.358,9734.857,644.815,644.815,1073.897,288,775.94,4.544,0.998,23.053,1.051,89.675,1.775,0.987,0.975
6356,9.3,27,72766.039,3560.398,9769.542,644.733,644.733,1098.44,288,784.313,4.505,0.998,22.746,1.049,91.156,1.804,0.961,0.98
6357,5.14,15,21634.547,1924.337,8495.626,175.272,175.272,705.397,288,638.359,2.078,0.998,11.017,1.026,24.982,0.494,0.966,0.993
6358,2.088,6,3586.33,1346.948,6803.042,22.789,22.789,537.96,288,564.194,1.22,0.998,6.608,1.019,20.576,0.181,0.962,0.983
6359,3.144,9,8381.489,1386.77,7169.371,60.382,60.382,585.574,288,583.569,1.386,0.998,7.401,1.02,12.244,0.242,0.952,0.999
6360,9.3,27,72778.371,3560.44,9783.078,644.82,644.82,1085.6,288,782.448,4.485,0.998,22.308,1.05,89.566,1.773,0.96,0.996
6361,2.088,6,6960.445,1377.83,6755.272,28.454,28.454,606.762,288,571.006,1.335,0.998,7.235,1.02,8.308,0.266,0.994,0.984
6362,4.161,12,14720.416,1547.457,7751.298,113.741,113.741,631.381,288,603.92,1.661,0.998,8.885,1.023,16.785,0.332,0.983,0.992
6363,1.138,3,6650.939,1335.952,6660.021,6.863,6.863,666.354,288,577.857,1.306,0.998,7.173,1.019,25.331,0.33,0.957,0.975
6364,6.175,18,29795.026,2307.294,8834.976,246.247,246.247,776.282,288,670.147,2.499,0.998,13.143,1.03,34.271,0.679,0.96,0.992
6365,2.088,6,3763.632,1386.947,6805.01,30.09,30.09,520.688,288,562.21,1.236,0.998,6.651,1.02,0,0.149,0.976,0.986
6366,3.144,9,8379.083,1386.756,7110.853,60.356,60.356,599.061,288,585.504,1.389,0.998,7.54,1.02,12.813,0.254,0.956,0.98
6367,9.3,27,72763.332,3560.398,9759.34,645.033,645.033,1090.19,288,781.572,4.516,0.998,22.825,1.05,90.64,1.794,0.969,0.979
6368,6.175,18,29761.064,2306.808,8797.434,245.951,245.951,785.538,288,669.507,2.511,0.998,13.404,1.03,35.019,0.693,0.978,0.975
6369,3.144,9,8375.157,1386.735,7038.13,60.311,60.311,588.345,288,579.67,1.393,0.998,7.576,1.02,12.428,0.246,0.985,0.977
6370,7.148,21,39015.451,2677.946,9111.27,332.446,332.446,820.342,288,684.982,2.993,0.998,15.783,1.036,43.976,0.871,0.997,0.978
6371,7.148,21,39003.535,2678.047,9120.257,332.355,332.355,803.851,288,682.391,2.983,0.998,15.49,1.036,42.636,0.844,0.996,0.995
6372,5.14,15,21635.194,1924.35,8501.015,175.287,175.287,698.299,288,636.877,2.077,0.998,10.94,1.026,24.576,0.486,0.967,1
6373,3.144,9,8377.311,1386.747,7087.103,60.333,60.333,578.609,288,578.555,1.39,0.998,7.464,1.02,12.008,0.238,0.98,0.992
6374,2.088,6,5178.24,1345.047,6786.603,22.485,22.485,590.026,288,572.021,1.271,0.998,6.946,1.019,23.778,0.243,0.961,0.976
6375,4.161,12,14718.872,1547.448,7721.175,113.735,113.735,640.43,288,605.196,1.664,0.998,8.996,1.023,17.237,0.341,0.986,0.98
6376,2.088,6,5246.185,1346.03,6848.358,22.676,22.676,583.691,288,572.056,1.271,0.998,6.85,1.019,22.919,0.239,0.951,0.991
6377,4.161,12,14721.924,1547.462,7771.759,113.773,113.773,636.708,288,606.218,1.659,0.998,8.884,1.023,17.007,0.337,0.973,0.991
6378,2.088,6,6017.431,1350.371,6739.624,23.415,23.415,583.957,288,565.41,1.299,0.998,7.015,1.019,21.273,0.249,0.999,0.989
6379,1.138,3,5529.165,1398.358,6677.948,10.271,10.271,586.511,288,565.308,1.291,0.998,6.919,1.019,0.488,0.234,0.99,0.995
6380,3.144,9,8377.949,1386.751,7097.427,60.345,60.345,584.515,288,580.693,1.39,0.998,7.482,1.02,12.24,0.242,0.972,0.989
6381,5.14,15,21637.947,1924.343,8506.327,175.301,175.301,711.2,288,641.104,2.075,0.998,11,1.026,25.245,0.5,0.955,0.993
6382,2.088,6,6606.714,1358.928,6835.649,25.032,25.032,624.597,288,578.975,1.316,0.998,7.155,1.019,18.868,0.282,0.95,0.982
6383,1.138,3,1767.515,1382.609,6650.633,9.269,9.269,475.766,288,546.861,1.159,0.998,6.178,1.019,1.898,0.105,0.998,0.996
6384,4.161,12,14719.964,1547.454,7741.457,113.743,113.743,635.673,288,604.712,1.662,0.998,8.93,1.023,16.994,0.336,0.983,0.987
6385,3.144,9,8373.618,1386.719,7009.332,60.281,60.281,585.106,288,577.647,1.394,0.998,7.595,1.02,12.314,0.244,0.996,0.975
6386,5.14,15,21630.73,1924.334,8484.174,175.276,175.276,699.186,288,635.418,2.082,0.998,11.035,1.026,24.697,0.489,0.978,0.993
6387,5.14,15,21625.794,1924.312,8465.044,175.256,175.256,707.508,288,635.812,2.088,0.998,11.194,1.026,25.23,0.499,0.986,0.98
6388,8.206,24,50992.668,3087.42,9294.896,438.075,438.075,908.012,288,724.648,3.604,0.998,18.573,1.042,59.454,1.177,0.999,0.986
6389,6.175,18,29761.419,2306.806,8797.351,246.02,246.02,779.005,288,667.65,2.512,0.998,13.357,1.03,34.624,0.685,0.982,0.979
6390,4.161,12,14720.223,1547.458,7754.486,113.758,113.758,625.82,288,602.5,1.66,0.998,8.844,1.023,16.524,0.327,0.986,0.997
6391,6.175,18,29760.741,2306.821,8779.003,246.018,246.018,771.576,288,663.903,2.519,0.998,13.404,1.031,34.276,0.679,0.999,0.978
6392,6.175,18,29795.126,2307.305,8835.106,246.249,246.249,779.499,288,671.075,2.499,0.998,13.166,1.03,34.465,0.682,0.958,0.99
6393,1.138,3,1064.78,1368.564,6651.019,8.538,8.538,468.804,288,547.861,1.129,0.998,6.076,1.019,2.087,0.091,0.98,0.985
6394,2.088,6,4703.159,1393.52,6848.25,31.362,31.362,538.299,288,565.017,1.267,0.998,6.749,1.02,0,0.174,0.973,0.999
6395,3.144,9,8376.686,1386.744,7070.94,60.328,60.328,587.078,288,580.498,1.391,0.998,7.528,1.02,12.358,0.245,0.977,0.983
6396,9.3,27,72773.496,3560.403,9757.892,645.121,645.121,1066.595,288,775.731,4.515,0.998,22.546,1.051,88.412,1.75,0.98,0.992
6397,8.206,24,50992.123,3087.402,9302.234,438.064,438.064,927.811,288,731.578,3.595,0.998,18.649,1.041,60.875,1.205,0.98,0.979
6398,2.088,6,3913.413,1345.402,6819.083,22.522,22.522,546.426,288,565.606,1.23,0.998,6.642,1.019,21.965,0.193,0.959,0.987
6399,8.206,24,50991.493,3087.373,9301.795,438.1,438.1,928.883,288,731.747,3.595,0.998,18.67,1.041,60.974,1.207,0.98,0.978
6400,7.148,21,39018.903,2677.906,9109.339,332.562,332.562,821.136,288,684.744,2.996,0.998,15.824,1.036,44.072,0.873,0.999,0.976
6401,5.14,15,21629.572,1924.322,8477.874,175.286,175.286,705.838,288,636.665,2.084,0.998,11.113,1.026,25.083,0.497,0.978,0.986
6402,3.144,9,8377.343,1386.747,7094.011,60.34,60.34,569.792,288,576.147,1.39,0.998,7.41,1.021,11.646,0.231,0.986,1
6403,8.206,24,50994.172,3087.517,9314.641,438.067,438.067,919.498,288,732.574,3.574,0.998,18.3,1.041,59.85,1.185,0.969,0.994
6404,4.161,12,14723.508,1547.463,7784.096,113.774,113.774,653.215,288,611.256,1.658,0.998,8.969,1.022,17.746,0.351,0.958,0.98
6405,6.175,18,29797.73,2307.23,8845.663,246.305,246.305,775.166,288,670.765,2.496,0.998,13.077,1.03,34.145,0.676,0.954,0.996
6406,9.3,27,72770.717,3560.419,9779.316,644.916,644.916,1099.8,288,785.441,4.493,0.998,22.577,1.049,91.021,1.802,0.956,0.985
6407,9.3,27,72769.859,3560.404,9759.234,644.903,644.903,1076.411,288,778.236,4.514,0.998,22.647,1.05,89.32,1.768,0.975,0.987
6408,9.3,27,72776.725,3560.438,9791.012,644.823,644.823,1098.682,288,786.243,4.477,0.998,22.33,1.049,90.586,1.793,0.951,0.993
6409,6.175,18,29763.014,2306.744,8801.34,246.007,246.007,749.426,288,659.526,2.511,0.998,13.118,1.031,32.791,0.649,0.998,0.999
6410,3.144,9,8377.858,1386.75,7091.441,60.345,60.345,589.863,288,582.071,1.39,0.998,7.517,1.02,12.458,0.247,0.969,0.984
6411,9.3,27,72774.008,3560.415,9772.117,644.834,644.834,1085.91,288,781.556,4.499,0.998,22.527,1.05,89.897,1.78,0.965,0.989
6412,3.144,9,8378.992,1386.756,7107.18,60.351,60.351,605.061,288,587.14,1.389,0.998,7.575,1.02,13.052,0.258,0.952,0.975
6413,4.161,12,14723.563,1547.467,7792.62,113.788,113.788,642.119,288,608.549,1.657,0.998,8.884,1.022,17.232,0.341,0.963,0.99
6414,7.148,21,38989.199,2678.071,9126.955,332.235,332.235,842.048,288,694.987,2.971,0.998,15.673,1.035,45.133,0.894,0.964,0.978
6415,7.148,21,38988.12,2678.081,9130.67,332.187,332.187,819.686,288,689.482,2.968,0.998,15.431,1.036,43.52,0.862,0.973,0.994
6416,9.3,27,72775.124,3560.405,9749.603,644.804,644.804,1046.629,288,770.153,4.523,0.998,22.445,1.052,86.696,1.716,0.993,0.999
6417,6.175,18,29797.882,2307.23,8846.91,246.37,246.37,778.903,288,671.941,2.495,0.998,13.098,1.03,34.364,0.68,0.951,0.994
6418,7.148,21,39011.194,2677.99,9114.286,332.535,332.535,814.208,288,683.948,2.99,0.998,15.68,1.036,43.484,0.861,0.997,0.984
6419,3.144,9,8378.724,1386.755,7113.892,60.349,60.349,585.158,288,581.477,1.389,0.998,7.465,1.02,12.257,0.243,0.967,0.991
6420,1.138,3,5916.912,1397.338,6707.393,10.276,10.276,601.447,288,569.217,1.301,0.998,6.974,1.019,0,0.249,0.977,0.996
6421,6.175,18,29761.997,2306.841,8791.125,246.014,246.014,766.351,288,663.492,2.514,0.998,13.298,1.031,33.889,0.671,0.994,0.985
6422,8.206,24,50993.2,3087.451,9297.255,438.076,438.076,906.151,288,724.739,3.6,0.998,18.505,1.042,59.238,1.173,0.997,0.989
6423,9.3,27,72777.516,3560.409,9761.741,645.149,645.149,1060.405,288,774.517,4.509,0.998,22.393,1.051,87.716,1.736,0.981,0.998
6424,4.161,12,14720.699,1547.457,7754.287,113.757,113.757,635.734,288,605.247,1.661,0.998,8.908,1.023,16.982,0.336,0.979,0.989
6425,2.088,6,2847.942,1360.13,6809.818,25.127,25.127,506.322,288,559.698,1.198,0.998,6.453,1.019,12.082,0.139,0.966,0.986
6426,5.14,15,21626.686,1924.333,8472.928,175.25,175.25,691.661,288,632.119,2.086,0.998,11.043,1.027,24.338,0.482,0.991,0.994
6427,5.14,15,21635.744,1924.316,8493.547,175.281,175.281,724.798,288,643.636,2.079,0.998,11.158,1.026,26.025,0.515,0.955,0.979
6428,8.206,24,50993.558,3087.47,9301.515,437.948,437.948,917.484,288,728.735,3.595,0.998,18.547,1.042,60.052,1.189,0.986,0.985
6429,6.175,18,29794.779,2307.302,8833.89,246.268,246.268,775.757,288,669.902,2.5,0.998,13.145,1.03,34.245,0.678,0.961,0.992
6430,2.088,6,4309.314,1343.452,6716.972,22.134,22.134,548.038,288,560.55,1.246,0.998,6.768,1.019,23.19,0.201,0.997,0.98
6431,1.138,3,1487.562,1353.084,6624.244,7.586,7.586,475.155,288,545.277,1.144,0.998,6.12,1.019,10.162,0.11,0.999,0.994
6432,3.144,9,8375.98,1386.74,7057.003,60.32,60.32,586.902,288,579.937,1.392,0.998,7.544,1.02,12.359,0.245,0.981,0.981
6433,6.175,18,29761.4,2306.77,8801.443,245.934,245.934,777.799,288,667.673,2.51,0.998,13.325,1.03,34.527,0.684,0.98,0.981
6434,8.206,24,50993.59,3087.476,9302.062,438.101,438.101,918.141,288,729.04,3.594,0.998,18.543,1.042,60.091,1.19,0.985,0.985
6435,7.148,21,38984.44,2678.08,9133.051,332.232,332.232,828.023,288,692.461,2.964,0.998,15.455,1.035,44.044,0.872,0.965,0.991
6436,4.161,12,14721.756,1547.459,7763.206,113.75,113.75,647.698,288,608.9,1.66,0.998,8.97,1.022,17.52,0.347,0.968,0.981
6437,2.088,6,6778.1,1381.959,6823.466,29.236,29.236,592.49,288,570.668,1.328,0.998,7.096,1.02,5.63,0.249,0.982,1
6438,7.148,21,38996.646,2678.056,9122.164,332.24,332.24,831.919,288,690.931,2.978,0.998,15.679,1.035,44.542,0.882,0.976,0.98
6439,2.088,6,4204.24,1390.788,6836.516,30.833,30.833,527.529,288,563.591,1.251,0.998,6.685,1.02,0,0.16,0.973,0.995
6440,6.175,18,29761.278,2306.818,8796.359,245.961,245.961,781.751,288,668.34,2.512,0.998,13.383,1.03,34.796,0.689,0.981,0.977
6441,9.3,27,72773.836,3560.417,9769.526,644.783,644.783,1081.636,288,780.32,4.502,0.998,22.52,1.05,89.553,1.773,0.968,0.99
6442,5.14,15,21629.831,1924.336,8482.245,175.293,175.293,696.712,288,634.515,2.083,0.998,11.028,1.027,24.571,0.486,0.981,0.994
6443,6.175,18,29762.747,2306.768,8805.372,245.937,245.937,759.145,288,662.688,2.509,0.998,13.166,1.031,33.369,0.661,0.989,0.994
6444,9.3,27,72766.5,3560.412,9780.088,644.742,644.742,1108.927,288,787.634,4.494,0.998,22.687,1.049,91.864,1.818,0.952,0.98
6445,2.088,6,5247.769,1394.242,6832.219,31.51,31.51,553.512,288,566.909,1.285,0.998,6.872,1.02,0,0.193,0.977,0.996
6446,5.14,15,21628.97,1924.31,8473.534,175.237,175.237,716.656,288,639.272,2.085,0.998,11.21,1.026,25.683,0.508,0.974,0.977
6447,6.175,18,29762.416,2306.834,8792.154,245.998,245.998,758.967,288,661.466,2.514,0.998,13.238,1.031,33.432,0.662,0.998,0.99
6448,8.206,24,50994.273,3087.521,9314.789,438.11,438.11,921.202,288,733.048,3.574,0.998,18.317,1.041,59.985,1.188,0.968,0.993
6449,9.3,27,72761.295,3560.373,9737.033,645.01,645.01,1065.323,288,773.941,4.54,0.998,22.908,1.051,88.802,1.758,0.99,0.981
6450,6.175,18,29791.605,2307.418,8822.042,246.198,246.198,770.042,288,667.229,2.504,0.998,13.166,1.03,33.963,0.672,0.972,0.992
6451,5.14,15,21629.092,1924.344,8482.017,175.291,175.291,688.105,288,632.024,2.083,0.998,10.971,1.027,24.105,0.477,0.987,1
6452,5.14,15,21637.236,1924.326,8500.13,175.325,175.325,722.48,288,643.664,2.077,0.998,11.108,1.026,25.873,0.512,0.952,0.983
6453,8.206,24,50993.692,3087.483,9307.057,438.02,438.02,911.796,288,728.653,3.585,0.998,18.368,1.042,59.431,1.177,0.982,0.993
6454,3.144,9,8375.219,1386.735,7049.701,60.31,60.31,571.262,288,575.007,1.392,0.998,7.472,1.021,11.73,0.232,0.997,0.992
6455,2.088,6,2944.047,1371.708,6803.582,27.241,27.241,502.741,288,559.4,1.204,0.998,6.484,1.019,5.611,0.13,0.971,0.985
6456,5.14,15,21635.108,1924.325,8494.153,175.319,175.319,716.238,288,641.286,2.079,0.998,11.097,1.026,25.568,0.506,0.96,0.985
6457,6.175,18,29760.56,2306.817,8776.993,246.009,246.009,772.194,288,663.899,2.52,0.998,13.419,1.031,34.325,0.68,1,0.977
6458,1.138,3,1948.862,1401.235,6697.042,10.456,10.456,488.429,288,552.236,1.168,0.998,6.239,1.019,0,0.114,0.978,0.993
6459,4.161,12,14721.669,1547.46,7765.795,113.772,113.772,639.297,288,606.694,1.66,0.998,8.911,1.023,17.133,0.339,0.973,0.988
6460,1.138,3,975.047,1319.688,6683.898,5.863,5.863,482.548,288,548.454,1.12,0.998,5.983,1.019,22.815,0.124,0.965,0.998
6461,7.148,21,38978.559,2678.079,9139.011,332.161,332.161,829.414,288,694.312,2.956,0.998,15.362,1.035,44.015,0.871,0.957,0.995
6462,5.14,15,21632.079,1924.346,8491.432,175.261,175.261,693.159,288,634.431,2.08,0.998,10.956,1.027,24.339,0.482,0.977,1
6463,7.148,21,39008.878,2677.996,9114.488,332.412,332.412,826.512,288,687.525,2.989,0.998,15.774,1.036,44.334,0.878,0.989,0.977
6464,1.138,3,3035.677,1370.576,6599.494,8.735,8.735,532.929,288,555.948,1.205,0.998,6.556,1.019,8.066,0.17,0.997,0.976
6465,9.3,27,72773.327,3560.417,9767.301,645.116,645.116,1079.389,288,779.595,4.504,0.998,22.533,1.05,89.396,1.77,0.97,0.99
6466,7.148,21,38988.553,2678.078,9129.625,332.284,332.284,825.022,288,690.766,2.969,0.998,15.492,1.035,43.91,0.869,0.971,0.99
6467,3.144,9,8380.383,1386.765,7150.868,60.376,60.376,580.733,288,581.459,1.387,0.998,7.398,1.02,12.059,0.239,0.961,1
6468,7.148,21,38982.606,2678.077,9133.991,332.112,332.112,834.445,288,694.533,2.962,0.998,15.489,1.035,44.464,0.88,0.96,0.988
6469,5.14,15,21633.186,1924.336,8491.779,175.28,175.28,703.312,288,637.372,2.08,0.998,11.023,1.026,24.886,0.493,0.97,0.993
6470,1.138,3,2462.406,1325.313,6624.098,6.199,6.199,543.223,288,558.262,1.176,0.998,6.418,1.019,26.647,0.19,0.97,0.976
6471,2.088,6,4799.006,1344.875,6865.305,22.463,22.463,567.384,288,569.741,1.257,0.998,6.739,1.019,23.074,0.221,0.95,0.997
6472,5.14,15,21624.5,1924.316,8462.206,175.218,175.218,701.561,288,633.836,2.09,0.998,11.169,1.027,24.922,0.493,0.992,0.983
6473,4.161,12,14722.737,1547.465,7784.852,113.778,113.778,636.799,288,606.766,1.658,0.998,8.863,1.023,16.997,0.336,0.969,0.993
6474,4.161,12,14724.802,1547.472,7810.897,113.801,113.801,644.479,288,609.931,1.655,0.998,8.868,1.022,17.319,0.343,0.956,0.991
6475,1.138,3,3592.477,1312.896,6638.35,5.526,5.526,576.592,288,562.316,1.21,0.998,6.575,1.019,32.33,0.234,0.968,0.983
6476,2.088,6,3977.888,1345.231,6840.93,22.497,22.497,546.302,288,565.996,1.232,0.998,6.623,1.019,22.039,0.193,0.955,0.992
6477,4.161,12,14719.111,1547.455,7740.765,113.752,113.752,620.657,288,600.51,1.662,0.998,8.834,1.023,16.299,0.323,0.994,0.999
