,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
14391,renault,grand-scenic,10950,2016,with mileage,112000.0,diesel,1500.0,gray,mechanics,front-wheel drive,
14392,chery,tiggo,6500,2014,with mileage,235000.0,petrol,1600.0,blue,mechanics,front-wheel drive,
14393,suzuki,grand-vitara,10400,2010,with mileage,168000.0,petrol,2400.0,blue,auto,all-wheel drive,J
14394,lada-vaz,2104,350,1985,with mileage,30000.0,petrol,1300.0,white,mechanics,rear drive,B
14395,lada-vaz,2106,1100,2000,with mileage,110000.0,petrol,1600.0,other,mechanics,rear drive,B
14396,chrysler,pacifica,5600,2004,with mileage,236400.0,petrol,3500.0,silver,auto,all-wheel drive,
14397,audi,a6,4100,1999,with mileage,328.0,petrol,2400.0,other,auto,front-wheel drive,E
14398,bmw,5-seriya,3700,1998,with mileage,12345.0,petrol,2800.0,black,auto,rear drive,E
14399,lexus,rx,10299,2003,with mileage,215220.0,petrol,3300.0,silver,auto,all-wheel drive,J
14400,volkswagen,vento,2300,1994,with mileage,145860.0,diesel,1900.0,black,mechanics,front-wheel drive,
14401,nissan,qashqai,9999,2010,with mileage,178000.0,diesel,1500.0,white,mechanics,front-wheel drive,J
14402,bmw,x5,60500,2018,with mileage,29582.0,diesel,3000.0,white,auto,all-wheel drive,J
14403,opel,astra,8200,2010,with mileage,170000.0,petrol,1400.0,black,mechanics,front-wheel drive,C
14404,volkswagen,transporter,6500,1994,with mileage,1000000.0,diesel,2400.0,green,mechanics,front-wheel drive,M
14405,nissan,primera,1300,1998,with mileage,280.0,petrol,1600.0,gray,mechanics,front-wheel drive,D
14406,toyota,avensis,2450,1999,with mileage,250000.0,petrol,1800.0,silver,auto,,D
14407,citroen,c4-grand-picasso,12600,2014,with mileage,170000.0,diesel,1600.0,silver,auto,front-wheel drive,C
14408,volvo,460,1000,1996,with mileage,360000.0,petrol,1800.0,silver,mechanics,front-wheel drive,C
14409,toyota,avensis,5350,2004,with mileage,180000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D
14410,bmw,3-seriya,6000,2002,with mileage,320000.0,petrol,2500.0,black,auto,all-wheel drive,D
14411,ford,focus,2100,2002,with mileage,423000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C
14412,audi,a7,18500,2010,with mileage,198150.0,petrol,2800.0,white,auto,all-wheel drive,S
14413,kia,ceed,6900,2010,with mileage,97000.0,petrol,1400.0,black,mechanics,front-wheel drive,C
14414,volkswagen,passat,14300,2015,with mileage,197200.0,diesel,1600.0,silver,auto,front-wheel drive,D
14415,hyundai,santa-fe,11300,2008,with mileage,221000.0,diesel,2200.0,black,auto,part-time four-wheel drive,J
14416,mercedes-benz,c-klass,5300,2001,with mileage,265497.0,petrol,2000.0,silver,mechanics,rear drive,D
14417,mitsubishi,galant,900,1993,with mileage,330000.0,petrol,1800.0,other,mechanics,front-wheel drive,D
14418,mercedes-benz,c-klass,5800,2004,with mileage,410000.0,diesel,2200.0,silver,auto,rear drive,D
14419,peugeot,308,7300,2012,with mileage,80000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C
14420,suzuki,baleno,1600,1997,with mileage,450000.0,petrol,1800.0,green,mechanics,front-wheel drive,C
14421,ford,focus,1950,2000,with mileage,467000.0,diesel,1800.0,blue,mechanics,front-wheel drive,C
14422,peugeot,406,3400,2000,with mileage,416000.0,petrol,2230.0,silver,mechanics,front-wheel drive,D
14423,volvo,s60,4390,2002,with mileage,217600.0,petrol,2319.0,other,auto,front-wheel drive,D
14424,lexus,gs,14500,2008,with mileage,184000.0,petrol,3500.0,black,auto,rear drive,E
14425,audi,q7,14500,2007,with mileage,187000.0,diesel,3000.0,gray,auto,all-wheel drive,J
14426,seat,ibiza,450,1993,with mileage,157000.0,petrol,900.0,red,mechanics,front-wheel drive,B
14427,mercedes-benz,e-klass,18000,2010,with mileage,162000.0,petrol,3500.0,gray,auto,rear drive,E
14428,mercedes-benz,e-klass,2850,2001,with mileage,430000.0,diesel,2200.0,silver,mechanics,rear drive,E
14429,infiniti,m,20290,2013,with mileage,110000.0,petrol,3700.0,black,auto,all-wheel drive,
14430,fiat,ulysse,1600,1995,with mileage,290000.0,petrol,2000.0,silver,mechanics,front-wheel drive,M
14431,mitsubishi,space-wagon,3565,1998,with mileage,424000.0,petrol,2400.0,purple,mechanics,front-wheel drive,M
14432,bmw,3-seriya,3200,1999,with mileage,341836.0,petrol,1800.0,silver,mechanics,rear drive,D
14433,renault,scenic,1400,1997,with mileage,300000.0,diesel,1900.0,red,mechanics,front-wheel drive,M
14434,hyundai,solaris,10750,2015,with mileage,62000.0,petrol,1600.0,white,auto,front-wheel drive,B
14435,kia,sportage,12300,2011,with mileage,111000.0,diesel,2000.0,silver,auto,part-time four-wheel drive,J
14436,bmw,7-seriya,5000,1998,with mileage,350000.0,diesel,2500.0,black,mechanics,rear drive,F
14437,nissan,x-trail,6999,2005,with mileage,230000.0,petrol,2500.0,other,auto,part-time four-wheel drive,J
14438,lada-vaz,vesta,11884,2018,with mileage,19000.0,petrol,1600.0,brown,mechanics,front-wheel drive,B
14439,ford,sierra,1100,1991,with mileage,230000.0,petrol,2000.0,red,mechanics,rear drive,
14440,peugeot,605,1100,1993,with mileage,400000.0,petrol,2000.0,other,mechanics,front-wheel drive,E
14441,mercedes-benz,e-klass,1700,1991,with mileage,380000.0,petrol,2600.0,other,mechanics,rear drive,E
14442,opel,vectra,2450,1997,with mileage,176890.0,petrol,1600.0,green,mechanics,front-wheel drive,D
14443,daewoo,nexia,2250,2010,with mileage,195400.0,petrol,1500.0,burgundy,mechanics,front-wheel drive,B
14444,opel,vectra,5000,2002,with mileage,370000.0,petrol,1800.0,blue,mechanics,front-wheel drive,D
14445,bmw,3-seriya,1500,1992,with mileage,370000.0,petrol,1800.0,green,mechanics,rear drive,D
14446,volvo,v70,9900,2008,with mileage,350000.0,petrol,2500.0,black,mechanics,front-wheel drive,E
14447,opel,astra,9550,2015,with mileage,194000.0,diesel,1600.0,silver,mechanics,front-wheel drive,C
14448,hyundai,tucson,32515,2019,with mileage,1.0,petrol,2000.0,black,auto,part-time four-wheel drive,J
14449,opel,kadett,238,1985,for parts,100000.0,petrol,1300.0,other,mechanics,front-wheel drive,C
14450,honda,hr-v,18250,2016,with mileage,83000.0,diesel,1600.0,white,mechanics,front-wheel drive,
14451,volkswagen,passat,2200,1992,with mileage,290000.0,diesel,1900.0,black,mechanics,front-wheel drive,D
14452,mitsubishi,carisma,2050,1999,with mileage,250000.0,petrol,1800.0,blue,mechanics,front-wheel drive,M
14453,mercedes-benz,vito,6000,2000,with mileage,400000.0,diesel,2200.0,black,mechanics,front-wheel drive,M
14454,mazda,mpv,3950,2001,with mileage,250000.0,petrol,2000.0,silver,mechanics,front-wheel drive,M
14455,opel,zafira,5000,2003,with mileage,170000.0,petrol,1800.0,green,mechanics,front-wheel drive,M
14456,audi,a6,4500,1997,with mileage,400000.0,petrol,2400.0,silver,mechanics,front-wheel drive,E
14457,audi,a4,8750,2009,with mileage,211000.0,petrol,1800.0,black,auto,front-wheel drive,D
14458,volkswagen,touran,10350,2010,with mileage,156572.0,diesel,1900.0,black,mechanics,front-wheel drive,M
14459,nissan,qashqai,475,2018,with damage,36507.0,petrol,1997.0,silver,auto,front-wheel drive,J
14460,hyundai,accent,10300,2014,with mileage,239205.0,petrol,1600.0,brown,auto,,B
14461,lancia,kappa,1850,1995,with mileage,420000.0,petrol,2000.0,black,mechanics,front-wheel drive,E
14462,suzuki,grand-vitara,7500,2007,with mileage,198000.0,petrol,2000.0,burgundy,mechanics,all-wheel drive,J
14463,opel,corsa,4800,2007,with mileage,150000.0,petrol,999.0,black,mechanics,front-wheel drive,B
14464,mazda,323,150,1993,for parts,320000.0,petrol,1600.0,other,mechanics,front-wheel drive,C
14465,ford,escort,600,1997,with mileage,234783.0,diesel,1800.0,blue,mechanics,front-wheel drive,C
14466,opel,insignia,9999,2010,with mileage,225441.0,diesel,2000.0,black,auto,front-wheel drive,D
14467,luaz,969,650,1987,with mileage,111111.0,petrol,1200.0,green,mechanics,part-time four-wheel drive,J
14468,ford,escape,14300,2016,with mileage,50000.0,petrol,1500.0,silver,auto,front-wheel drive,J
14469,skoda,octavia,7000,2010,with mileage,100000.0,petrol,1800.0,black,auto,front-wheel drive,C
14470,bmw,3-seriya,2500,1992,with mileage,448884.0,petrol,1800.0,black,mechanics,rear drive,D
14471,kia,sorento,7999,2005,with mileage,250000.0,petrol,3500.0,black,auto,part-time four-wheel drive,J
14472,hyundai,accent,3250,2007,with mileage,160000.0,petrol,1500.0,burgundy,mechanics,front-wheel drive,B
14473,mitsubishi,outlander,11000,2010,with mileage,225307.6,petrol,2400.0,silver,auto,front-wheel drive,J
14474,toyota,land-cruiser,33050,2011,with mileage,165000.0,diesel,4500.0,black,auto,all-wheel drive,J
14475,lada-vaz,2105,353,1996,with mileage,62458.0,petrol,1450.0,white,mechanics,rear drive,B
14476,volkswagen,transporter,6300,1999,with mileage,480000.0,diesel,2500.0,white,mechanics,front-wheel drive,M
14477,mercedes-benz,vito,29900,2015,with mileage,114000.0,diesel,1600.0,red,mechanics,front-wheel drive,M
14478,audi,a6,4700,1998,with mileage,238000.0,petrol,1800.0,silver,mechanics,front-wheel drive,E
14479,volkswagen,passat,1150,1991,with mileage,420.0,petrol,1800.0,red,mechanics,front-wheel drive,D
14480,honda,accord,14200,2011,with mileage,138636.0,petrol,2000.0,burgundy,auto,front-wheel drive,D
14481,cadillac,cts,17300,2012,with mileage,91000.0,petrol,3600.0,red,auto,part-time four-wheel drive,
14482,mercedes-benz,s-klass,14850,2008,with mileage,220000.0,diesel,3000.0,black,auto,all-wheel drive,S
14483,mercedes-benz,m-klass,10500,2006,with mileage,266000.0,petrol,3500.0,silver,auto,all-wheel drive,J
14484,peugeot,309,250,1986,for parts,400.0,petrol,1600.0,red,mechanics,front-wheel drive,C
14485,mazda,premacy,3500,1999,with mileage,371420.0,diesel,2000.0,blue,mechanics,front-wheel drive,M
14486,lexus,rx,10900,2005,with mileage,295313.89,petrol,3300.0,silver,auto,all-wheel drive,J
14487,audi,a4,3699,1999,with mileage,269000.0,petrol,2400.0,red,mechanics,front-wheel drive,D
14488,bmw,7-seriya,5000,2000,with mileage,430000.0,diesel,3000.0,black,auto,rear drive,F
14489,ford,s-max,12800,2010,with mileage,186000.0,diesel,2000.0,silver,auto,front-wheel drive,D
14490,bmw,x5,11500,2002,with mileage,357000.0,diesel,3000.0,silver,auto,all-wheel drive,J
14491,bmw,3-seriya,10500,2011,with mileage,135000.0,petrol,2000.0,white,auto,front-wheel drive,D
14492,ford,mondeo,3300,2001,with mileage,390000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,D
14493,opel,zafira,3300,1999,with mileage,292000.0,petrol,1796.0,blue,auto,front-wheel drive,M
14494,nissan,qashqai,14600,2015,with mileage,150000.0,diesel,1500.0,brown,mechanics,,J
14495,volkswagen,passat,3300,1994,with mileage,123.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
14496,mitsubishi,pajero-sport,6180,2005,with mileage,400000.0,petrol,3000.0,black,auto,part-time four-wheel drive,J
14497,bmw,5-seriya,16500,2011,with mileage,227000.0,petrol,2500.0,blue,auto,part-time four-wheel drive,E
14498,volkswagen,sharan,4700,1998,with mileage,400000.0,diesel,1900.0,blue,auto,front-wheel drive,
14499,jaguar,xj,11000,1998,with mileage,270000.0,petrol,4000.0,black,auto,rear drive,
14500,mercedes-benz,vito,8250,2004,with mileage,300000.0,diesel,2200.0,blue,mechanics,rear drive,M
14501,volkswagen,passat,2600,1997,with mileage,309011.0,petrol,1800.0,blue,mechanics,front-wheel drive,D
14502,honda,accord,10250,2008,with mileage,157000.0,petrol,2400.0,black,mechanics,front-wheel drive,D
14503,opel,insignia,7600,2009,with mileage,188000.0,diesel,2000.0,white,mechanics,front-wheel drive,D
14504,ford,tourneo-connect,16000,2015,with mileage,167000.0,diesel,1560.0,gray,mechanics,front-wheel drive,
14505,toyota,corolla,450,1996,with mileage,300000.0,petrol,1300.0,red,mechanics,front-wheel drive,C
14506,opel,astra,11800,2016,with mileage,124000.0,diesel,1600.0,black,mechanics,front-wheel drive,C
14507,audi,a6,18999,2011,with mileage,128000.0,diesel,3000.0,gray,auto,all-wheel drive,E
14508,jeep,grand-cherokee,11000,2006,with mileage,310000.0,diesel,3000.0,silver,auto,all-wheel drive,J
14509,fiat,ulysse,2500,2000,with mileage,135000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M
14510,jaguar,xf,10500,2009,with mileage,150500.0,petrol,3000.0,green,auto,rear drive,
14511,nissan,primera,1850,1997,with mileage,400000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
14512,renault,laguna,4800,2005,with mileage,278000.0,diesel,2200.0,black,auto,,D
14513,audi,100,2100,1990,with mileage,390000.0,diesel,2500.0,other,mechanics,front-wheel drive,E
14514,renault,19,600,1993,with mileage,50000.0,petrol,1700.0,blue,mechanics,front-wheel drive,C
14515,peugeot,partner,7000,2013,with mileage,237000.0,petrol,1600.0,white,mechanics,front-wheel drive,M
14516,hyundai,santa-fe,19500,2012,with mileage,149000.0,diesel,2200.0,gray,auto,part-time four-wheel drive,J
14517,mercedes-benz,c-klass,2614,1997,with mileage,400000.0,diesel,2200.0,blue,mechanics,rear drive,D
14518,volkswagen,sharan,4500,1997,with mileage,423000.0,diesel,1900.0,blue,mechanics,front-wheel drive,
14519,mazda,cx-5,16500,2014,with mileage,75000.0,petrol,2500.0,white,auto,front-wheel drive,J
14520,volkswagen,touran,9550,2014,with mileage,117000.0,petrol,1200.0,white,mechanics,front-wheel drive,M
14521,bmw,x5,16200,2007,with mileage,65000.0,petrol,3000.0,blue,auto,all-wheel drive,J
14522,mercedes-benz,glc,36000,2017,with mileage,107000.0,petrol,2000.0,brown,auto,all-wheel drive,J
14523,volvo,940,3000,1993,with mileage,360000.0,diesel,2400.0,burgundy,mechanics,rear drive,E
14524,porsche,cayenne,24990,2011,with mileage,141000.0,petrol,4800.0,black,auto,all-wheel drive,J
14525,peugeot,406,3200,2000,with mileage,434556.0,diesel,2000.0,blue,mechanics,front-wheel drive,D
14526,peugeot,207,5550,2009,with mileage,180000.0,petrol,1400.0,black,mechanics,front-wheel drive,B
14527,mercedes-benz,e-klass,50355,2019,with mileage,10.0,petrol,2000.0,blue,auto,all-wheel drive,E
14528,volkswagen,jetta,900,1990,with mileage,1.0,petrol,1781.0,other,mechanics,front-wheel drive,C
14529,audi,s7,55000,2014,with mileage,54189.0,petrol,4000.0,gray,auto,all-wheel drive,D
14530,hyundai,solaris,9500,2015,with mileage,76000.0,petrol,1591.0,white,auto,front-wheel drive,B
14531,peugeot,5008,11100,2011,with mileage,139000.0,diesel,1600.0,silver,mechanics,front-wheel drive,C
14532,volvo,s80,10500,2009,with mileage,220000.0,petrol,2500.0,black,mechanics,front-wheel drive,E
14533,peugeot,308,10900,2015,with mileage,166000.0,diesel,1600.0,black,mechanics,front-wheel drive,C
14534,renault,scenic,10650,2015,with mileage,194000.0,diesel,1500.0,black,mechanics,front-wheel drive,M
14535,opel,astra,8950,2013,with mileage,150600.0,diesel,1700.0,silver,mechanics,front-wheel drive,C
14536,citroen,xsara-picasso,4000,2002,with mileage,315000.0,diesel,2000.0,silver,mechanics,front-wheel drive,C
14537,toyota,avensis,7800,2007,with mileage,350000.0,diesel,2000.0,black,mechanics,front-wheel drive,D
14538,bmw,5-seriya,9800,2004,with mileage,380.0,diesel,3000.0,silver,auto,rear drive,E
14539,volkswagen,touareg,9700,2004,with mileage,355000.0,diesel,2500.0,other,auto,all-wheel drive,J
14540,suzuki,splash,4500,2009,with mileage,115000.0,petrol,1000.0,orange,mechanics,front-wheel drive,
14541,renault,kaptur,14400,2017,with mileage,45000.0,petrol,1600.0,white,auto,front-wheel drive,J
14542,audi,a4-allroad,13000,2010,with mileage,165000.0,petrol,2000.0,black,auto,all-wheel drive,D
14543,bmw,x5,17100,2009,with mileage,211000.0,diesel,3500.0,gray,auto,all-wheel drive,J
14544,volkswagen,passat,8950,2010,with mileage,238000.0,diesel,1600.0,silver,mechanics,front-wheel drive,D
14545,bmw,6-seriya,11550,2007,with mileage,117300.0,petrol,3000.0,silver,auto,rear drive,S
14546,mercedes-benz,citan,13500,2014,with mileage,120000.0,diesel,1500.0,gray,mechanics,front-wheel drive,
14547,skoda,fabia,4400,2007,with mileage,139600.0,petrol,1400.0,blue,mechanics,front-wheel drive,B
14548,mercedes-benz,glc,33500,2016,with mileage,128000.0,petrol,2000.0,black,auto,,J
14549,audi,a6,14900,2014,with mileage,158000.0,petrol,2000.0,gray,auto,,E
14550,fiat,palio,1250,1999,with mileage,181000.0,petrol,1200.0,green,mechanics,front-wheel drive,B
14551,volkswagen,passat-cc,10750,2009,with mileage,192000.0,petrol,2000.0,black,auto,front-wheel drive,D
14552,honda,hr-v,4300,2003,with mileage,370.0,petrol,1600.0,other,mechanics,part-time four-wheel drive,
14553,subaru,legacy,3800,2002,with mileage,249447.7,petrol,2500.0,other,auto,all-wheel drive,D
14554,toyota,corolla,8500,2008,with mileage,132000.0,diesel,1400.0,blue,mechanics,front-wheel drive,C
14555,geely,emgrand-x7,8300,2015,with mileage,62000.0,petrol,2000.0,white,mechanics,front-wheel drive,
14556,peugeot,607,7000,2001,with mileage,320000.0,diesel,2200.0,green,mechanics,front-wheel drive,E
14557,seat,toledo,750,1993,with mileage,200000.0,petrol,1800.0,green,mechanics,front-wheel drive,C
14558,nissan,qashqai,10900,2010,with mileage,157000.0,petrol,2000.0,black,auto,front-wheel drive,J
14559,renault,19,700,1995,with mileage,320000.0,petrol,1800.0,green,mechanics,front-wheel drive,C
14560,saab,9-3,10500,2008,with mileage,162000.0,petrol,2800.0,black,auto,all-wheel drive,D
14561,hyundai,lantra,2000,1996,with mileage,175298.0,petrol,1600.0,red,mechanics,front-wheel drive,C
14562,peugeot,406,3700,2002,with mileage,355664.14,diesel,2000.0,blue,mechanics,front-wheel drive,D
14563,honda,hr-v,3950,1999,with mileage,320000.0,petrol,1600.0,silver,mechanics,front-wheel drive,
14564,rover,400,1600,1997,with mileage,225000.0,petrol,1400.0,green,mechanics,front-wheel drive,B
14565,chrysler,sebring,4000,2004,with mileage,193120.8,petrol,2700.0,white,auto,front-wheel drive,
14566,opel,astra,5800,2008,with mileage,158000.0,petrol,1600.0,black,auto,front-wheel drive,C
14567,hyundai,i30,9550,2012,with mileage,90250.0,petrol,1600.0,gray,auto,front-wheel drive,C
14568,volkswagen,polo-sedan,7800,2014,with mileage,88000.0,petrol,1600.0,silver,mechanics,front-wheel drive,B
14569,peugeot,207,4350,2008,with mileage,167300.0,petrol,1400.0,other,auto,front-wheel drive,B
14570,bmw,5-seriya,9900,2005,with mileage,2500000.0,diesel,2500.0,silver,auto,rear drive,E
14571,opel,zafira,12500,2015,with mileage,138008.0,diesel,1600.0,black,mechanics,front-wheel drive,M
14572,renault,sandero,9250,2017,with mileage,25248.0,petrol,1600.0,silver,mechanics,front-wheel drive,B
14573,opel,zafira,4500,2001,with mileage,226000.0,petrol,1600.0,blue,mechanics,front-wheel drive,M
14574,nissan,primera,1650,1997,with mileage,370000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,D
14575,citroen,c4,3800,2005,with mileage,225000.0,petrol,1600.0,orange,mechanics,front-wheel drive,C
14576,peugeot,605,2000,1992,with mileage,60000.0,petrol,2000.0,other,mechanics,front-wheel drive,E
14577,volkswagen,fox,4590,2010,with mileage,150000.0,petrol,1200.0,white,mechanics,front-wheel drive,A
14578,opel,corsa,6200,2012,with mileage,121000.0,petrol,1400.0,red,auto,front-wheel drive,B
14579,opel,zafira,4600,2001,with mileage,200000.0,petrol,1800.0,silver,mechanics,front-wheel drive,M
14580,bmw,5-seriya,3500,1996,with mileage,420000.0,petrol,2000.0,silver,mechanics,rear drive,E
